system:time_start,OSBS,BART,SRER,KONZ
"Nov 25, 2017",222,40,35,68
"Dec 3, 2017",177,44,41,34
"Dec 11, 2017",186,0,38,43
"Dec 19, 2017",229,3,27,25
"Dec 27, 2017",76,0,19,0
"Jan 1, 2018",106,1,34,3
"Jan 9, 2018",123,12,33,2
"Jan 17, 2018",126,16,29,36
"Jan 25, 2018",193,6,33,32
"Feb 2, 2018",216,0,37,5
"Feb 10, 2018",247,9,44,32
"Feb 18, 2018",212,64,30,31
"Feb 26, 2018",227,106,43,104
"Mar 6, 2018",185,34,57,53
"Mar 14, 2018",213,11,65,89
"Mar 22, 2018",264,68,77,113
"Mar 30, 2018",344,76,59,56
"Apr 7, 2018",292,62,58,92
"Apr 15, 2018",344,87,63,114
"Apr 23, 2018",364,276,39,212
"May 1, 2018",362,465,54,344
"May 9, 2018",290,539,13,420
"May 17, 2018",264,687,19,622
"May 25, 2018",262,822,6,648
"Jun 2, 2018",299,711,0,780
"Jun 10, 2018",333,890,25,599
"Jun 18, 2018",339,870,4,645
"Jun 26, 2018",341,899,4,556
"Jul 4, 2018",395,928,21,489
"Jul 12, 2018",415,986,59,497
"Jul 20, 2018",409,730,20,544
"Jul 28, 2018",323,873,28,512
"Aug 5, 2018",313,852,51,498
"Aug 13, 2018",345,893,70,501
"Aug 21, 2018",373,896,74,559
"Aug 29, 2018",361,738,60,512
"Sep 6, 2018",332,601,31,552
"Sep 14, 2018",44,98,0,74
"Sep 22, 2018",333,466,58,479
"Sep 30, 2018",296,307,107,357
"Oct 8, 2018",279,261,118,185
"Oct 16, 2018",269,126,128,223
"Oct 24, 2018",298,74,109,177
"Nov 1, 2018",266,127,87,88
"Nov 9, 2018",213,24,68,24
"Nov 17, 2018",240,10,60,53
"Nov 25, 2018",178,51,66,29
"Dec 3, 2018",170,4,65,15
"Dec 11, 2018",135,6,61,33
"Dec 19, 2018",169,7,59,41
"Dec 27, 2018",119,2,27,5
"Jan 1, 2019",27,0,3,0
"Jan 9, 2019",215,2,57,30
"Jan 17, 2019",173,2,48,6
"Jan 25, 2019",151,0,58,11
"Feb 2, 2019",17,0,13,12
"Feb 10, 2019",231,1,51,20
"Feb 18, 2019",230,9,43,1
"Feb 26, 2019",224,14,79,0
"Mar 6, 2019",316,6,72,44
"Mar 14, 2019",267,33,105,77
"Mar 22, 2019",317,32,95,108
"Mar 30, 2019",335,43,121,120
"Apr 7, 2019",313,116,120,158
"Apr 15, 2019",368,237,107,290
"Apr 23, 2019",340,251,78,333
"May 1, 2019",372,325,101,479
"May 9, 2019",356,185,109,528
"May 17, 2019",350,611,127,709
"May 25, 2019",229,789,87,865
"Jun 2, 2019",282,875,37,806
"Jun 10, 2019",367,874,2,977
"Jun 18, 2019",388,858,10,909
"Jun 26, 2019",441,974,0,907
"Jul 4, 2019",420,938,10,874
"Jul 12, 2019",445,961,9,861
"Jul 20, 2019",506,876,30,821
"Jul 28, 2019",499,962,45,687
"Aug 5, 2019",374,906,66,766
"Aug 13, 2019",431,842,7,802
"Aug 21, 2019",492,795,53,704
"Aug 29, 2019",386,773,46,692
"Sep 6, 2019",455,571,67,581
"Sep 14, 2019",409,536,81,504
"Sep 22, 2019",414,552,122,432
"Sep 30, 2019",377,270,91,324
"Oct 8, 2019",352,292,93,279
"Oct 16, 2019",321,182,86,247
"Oct 24, 2019",267,198,76,89
"Nov 1, 2019",261,86,68,69
"Nov 9, 2019",254,12,73,57
"Nov 17, 2019",264,43,72,80
"Nov 25, 2019",250,29,71,47
"Dec 3, 2019",199,12,65,41
"Dec 11, 2019",214,8,61,26
"Dec 19, 2019",188,2,59,54
"Dec 27, 2019",78,10,17,14
"Jan 1, 2020",173,13,44,29
"Jan 9, 2020",265,19,59,19
"Jan 17, 2020",207,2,66,20
"Jan 25, 2020",168,27,59,42
"Feb 2, 2020",232,9,47,32
"Feb 10, 2020",257,5,58,32
"Feb 18, 2020",223,9,75,48
"Feb 26, 2020",247,27,73,82
"Mar 5, 2020",313,57,98,107
"Mar 13, 2020",287,56,102,102
"Mar 21, 2020",309,49,97,155
"Mar 29, 2020",308,91,82,151
"Apr 6, 2020",292,153,102,186
"Apr 14, 2020",329,177,89,236
"Apr 22, 2020",405,236,33,363
"Apr 30, 2020",425,306,11,465
"May 8, 2020",447,375,45,461
"May 16, 2020",407,634,45,833
"May 24, 2020",304,710,17,616
"Jun 1, 2020",369,799,21,858
"Jun 9, 2020",461,901,5,852
"Jun 17, 2020",480,913,0,916
"Jun 25, 2020",424,828,21,976
"Jul 3, 2020",388,997,4,865
"Jul 11, 2020",434,812,3,841
"Jul 19, 2020",463,846,24,785
"Jul 27, 2020",456,879,5,723
"Aug 4, 2020",440,856,0,742
"Aug 12, 2020",430,890,0,719
"Aug 20, 2020",420,794,16,604
"Aug 28, 2020",331,743,39,614
"Sep 5, 2020",349,690,40,368
"Sep 13, 2020",382,484,16,555
"Sep 21, 2020",362,558,13,384
"Sep 29, 2020",346,325,1,273
"Oct 7, 2020",363,212,15,277
"Oct 15, 2020",355,184,18,147
"Oct 23, 2020",335,115,37,84
"Oct 31, 2020",285,127,25,124
"Nov 8, 2020",250,120,42,68
"Nov 16, 2020",273,42,32,74
"Nov 24, 2020",222,67,32,43
"Dec 2, 2020",168,32,33,43
"Dec 10, 2020",223,21,32,24
"Dec 18, 2020",168,18,28,29
"Dec 26, 2020",115,6,20,14
