system:time_start,OSBS,BART,SRER,KONZ
"Mar 21, 2020",2.605,24.266,3.939,23.244
"Mar 24, 2020",2.668,25.21,3.001,19.444
"Mar 27, 2020",2.639,23.588,2.748,19.949
"Mar 30, 2020",3.073,25.112,2.312,16.587
"Apr 2, 2020",3.17,25.4,2.318,16.411
"Apr 5, 2020",3.121,23.851,2.205,14.834
"Apr 8, 2020",3.002,24.184,2.178,12.535
"Apr 11, 2020",10.302,25.241,2.288,17.463
"Apr 14, 2020",23.982,23.794,2.265,15.195
"Apr 17, 2020",14.819,22.693,2.178,19.6
"Apr 20, 2020",12.406,24.048,2.162,16.945
"Apr 23, 2020",18.261,23.976,2.162,17.335
"Apr 26, 2020",12.839,23.814,2.162,17.543
"Apr 29, 2020",18.732,24.324,2.162,14.167
"May 2, 2020",16.512,21.319,2.163,16.605
"May 5, 2020",13.545,18.157,2.168,21.475
"May 8, 2020",12.743,19.512,2.183,22.127
"May 11, 2020",10.244,23.616,2.162,22.067
"May 14, 2020",9.731,22.135,2.169,22.229
"May 17, 2020",8.614,19.513,2.162,18.033
"May 20, 2020",6.345,14.521,2.162,19.548
"May 23, 2020",6.713,9.631,2.162,21.589
"May 26, 2020",14.049,6.39,2.162,24.69
"May 29, 2020",12.67,9.183,2.162,20.629
"Jun 1, 2020",8.868,7.367,2.467,16.941
"Jun 4, 2020",20.823,5.081,2.566,15.073
"Jun 7, 2020",24.565,3.275,2.662,11.679
"Jun 10, 2020",23.288,2.244,2.531,13.107
"Jun 13, 2020",22.09,1.803,2.317,8.91
"Jun 16, 2020",17.927,1.708,2.198,11.613
"Jun 19, 2020",17.874,3.249,2.167,17.433
"Jun 22, 2020",15.356,3.924,2.263,9.632
"Jun 25, 2020",11.36,2.853,2.262,13.013
"Jun 28, 2020",10.556,18.878,2.265,9.765
"Jul 1, 2020",12.638,23.508,2.241,8.35
"Jul 4, 2020",15.169,20.063,2.162,8.239
"Jul 7, 2020",19.376,17.345,2.164,7.306
"Jul 10, 2020",14.836,22.605,2.175,6.145
"Jul 13, 2020",12.702,25.4,2.305,10.393
"Jul 16, 2020",16.291,22.028,2.325,7.289
"Jul 19, 2020",12.56,15.146,2.297,9.821
"Jul 22, 2020",15.092,16.066,4.192,6.499
"Jul 25, 2020",13.888,12.099,3.207,9.841
"Jul 28, 2020",16.64,8.351,2.531,18.234
"Jul 31, 2020",13.966,5.468,2.46,17.328
"Aug 3, 2020",11.774,11.965,2.463,12.182
"Aug 6, 2020",12.913,16.348,2.442,10.463
"Aug 9, 2020",11.757,11.029,2.456,11.179
"Aug 12, 2020",11.216,6.103,2.466,15.653
"Aug 15, 2020",13.376,3.751,2.426,17.807
"Aug 18, 2020",19.046,2.324,2.397,12.284
"Aug 21, 2020",20.376,2.293,2.318,10.563
"Aug 24, 2020",19.498,2.142,2.211,9.104
"Aug 27, 2020",20.511,2.507,2.166,8.933
"Aug 30, 2020",25.29,2.353,3.084,11.359
"Sep 2, 2020",22.805,3.606,2.162,8.932
"Sep 5, 2020",21.946,2.16,2.162,7.371
"Sep 8, 2020",23.342,1.631,2.162,17.237
"Sep 11, 2020",24.901,1.613,2.164,14.872
"Sep 14, 2020",24.125,1.613,2.169,12.831
"Sep 17, 2020",22.034,1.613,2.19,11.638
"Sep 20, 2020",19.705,1.613,2.22,10.438
"Sep 23, 2020",16.276,1.613,2.263,8.945
"Sep 26, 2020",15.041,1.806,2.288,10.328
"Sep 29, 2020",14.5,17.358,2.212,11.407
"Oct 2, 2020",12.503,24.219,2.253,10.416
"Oct 5, 2020",16.771,22.754,2.279,9.328
"Oct 8, 2020",14.866,24.435,2.192,7.968
"Oct 11, 2020",13.034,23.219,2.176,7.211
"Oct 14, 2020",10.991,24.551,2.218,6.679
"Oct 17, 2020",9.738,25.147,2.172,6.222
"Oct 20, 2020",11.331,25.278,2.162,5.681
"Oct 23, 2020",11.963,23.845,2.178,7.893
"Oct 26, 2020",11.427,24.353,2.175,7.58
"Oct 29, 2020",10.447,24.869,2.165,7.898
"Nov 1, 2020",10.05,25.117,2.162,7.325
"Nov 4, 2020",10.193,24.404,2.162,6.833
"Nov 7, 2020",10.369,22.905,2.197,6.432
"Nov 10, 2020",17.453,21.39,3.739,11.118
"Nov 13, 2020",18.866,21.586,2.682,8.957
"Nov 16, 2020",16.341,25.33,2.641,9.596
"Nov 19, 2020",16.178,25.103,2.504,9.026
"Nov 22, 2020",18.894,25.142,2.585,9.612
"Nov 25, 2020",15.294,25.262,2.594,17.538
"Nov 28, 2020",16.424,24.889,2.592,12.179
"Dec 1, 2020",15.608,25.4,2.51,12.459
"Dec 4, 2020",14.302,25.01,2.496,11.415
"Dec 7, 2020",16.988,25.343,2.479,11.041
"Dec 10, 2020",14.188,25.281,3.115,11.588
"Dec 13, 2020",13.24,25.39,2.939,11.577
"Dec 16, 2020",13.23,25.337,2.937,12.483
"Dec 19, 2020",13.321,25.352,2.913,10.941
"Dec 22, 2020",12.959,25.344,2.784,10.562
"Dec 25, 2020",14.892,25.4,2.922,10.368
"Dec 28, 2020",12.954,25.36,2.922,14.194
"Dec 31, 2020",12.797,25.4,2.742,12.278
